id,isbn,title,authors,language,genre,published,published_date,page_count,size,created_date,updated_date,deleted_date
1294,0195153448,Final Round,"{""William Bernhardt""}",en,"{Mystery,Fiction}",Oxford University Press,2003,319,15.5x20.5,2024-02-26,,
1035,0195153448,Liberty,"{""Stephen Coonts""}",en,"{Fiction,Thriller,War,""Military Fiction"",Adventure,Action,""Spy Thriller"",Espionage,War,War,Terrorism,Audiobook,Mystery,Crime}",Oxford University Press,2004-02-16,544,15.5x20.5,2024-02-26,,
1037,0195153448,The Blind Years,"{""Catherine Cookson""}",en,"{Fiction,Historical,""Historical Fiction"",Romance,Historical,Novels}",Oxford University Press,2000,264,15.5x20.5,2024-02-26,,
1040,0195153448,Code of Honour,"{""Harold Coyle""}",en,"{Fiction,War,""Military Fiction"",War,Thriller,Historical,""Historical Fiction"",Action}",Oxford University Press,1995,515,15.5x20.5,2024-02-26,,
1041,0195153448,The Thursday Friend,"{""Catherine Cookson""}",en,"{Fiction,Romance,Historical,""Historical Fiction"",Novels,Historical}",Oxford University Press,2000,380,15.5x20.5,2024-02-26,,
1043,0195153448,Impulse (Om),"{""Catherine Coulter""}",en,"{Romance,Suspense,Mystery,Romance,""Romantic Suspense"",Contemporary,Fiction,Thriller,Thriller,""Mystery Thriller"",Adult,Romance,""Contemporary Romance""}",Oxford University Press,2001,419,15.5x20.5,2024-02-26,,
1044,0195153448,The Wingless Bird,"{""Catherine Cookson""}",en,"{Historical,""Historical Fiction"",Fiction,Romance,Historical,War,""World War I"",Novels,""Media Tie In"",Romance,""Historical Romance""}",Oxford University Press,1991,507,15.5x20.5,2024-02-26,,
1045,0195153448,The Silent Lady,"{""Catherine Cookson""}",en,"{Fiction,Historical,""Historical Fiction"",Mystery,Romance,Historical,Novels,""European Literature"",""British Literature"",""Womens Fiction"",""Chick Lit""}",Oxford University Press,2002,447,15.5x20.5,2024-02-26,,
1046,0195153448,The Gillyvors,"{""Catherine Cookson""}",en,"{Fiction,Historical,""Historical Fiction"",Romance,Historical,Historical,Victorian,Novels}",Oxford University Press,1991,426,15.5x20.5,2024-02-26,,
1047,0195153448,Aftershocks,"{""Catherine Coulter""}",en,"{Romance,Contemporary,Romance,""Contemporary Romance"",Fiction,Mystery,""Category Romance"",Harlequin,Romance,""Historical Romance"",Romantic,Adult,Modern}",Oxford University Press,1998,249,15.5x20.5,2024-02-26,,
1048,0195153448,The Golden Straw,"{""Catherine Cookson""}",en,"{Fiction,Historical,""Historical Fiction"",Romance,Historical,Cultural,France,""European Literature"",""British Literature"",Romance,""Historical Romance"",Novels}",Oxford University Press,1994,607,15.5x20.5,2024-02-26,,
1049,0195153448,Riley,"{""Catherine Cookson""}",en,"{Fiction,Romance,Historical,""Historical Fiction"",Novels}",Oxford University Press,1999,570,15.5x20.5,2024-02-26,,
1053,0195153448,Destinations,"{""Sheila O'Flanagan""}",en,"{""Womens Fiction"",""Chick Lit"",""Short Stories"",Fiction,Cultural,Ireland,Contemporary,Romance,Drama}",Oxford University Press,2006,341,15.5x20.5,2024-02-26,,
1058,0195153448,The Curse of the Bronze Lamp,"{""John Dickson Carr""}",en,"{Mystery,Mystery,Crime,Mystery,Detective,Fiction}",Oxford University Press,1997-03-19,192,15.5x20.5,2024-02-26,,
1059,0195153448,Destiny,"{""Paul B. Thompson"",""Tonya C. Cook""}",en,"{""Dungeons and Dragons"",Dragonlance,Fantasy,Fiction,""Role Playing Games"",""Dungeons and Dragons"",Fantasy,""High Fantasy""}",Oxford University Press,2007,309,15.5x20.5,2024-02-26,,
1060,0195153448,The X-Files Film Novel,"{""Chris Carter""}",en,"{""Science Fiction"",Fiction,Fantasy,Paranormal,Novels,Mystery,Thriller,Horror,Audiobook,""European Literature"",""German Literature"",""Media Tie In"",Tv}",Oxford University Press,1998-06-19,224,15.5x20.5,2024-02-26,,
1061,0195153448,Sword and Sorceress XVI,"{""Marion Zimmer Bradley""}",en,"{Fantasy,""Short Stories"",Anthologies,""Science Fiction Fantasy"",Fiction,""Heroic Fantasy"",""Sword and Sorcery""}",Oxford University Press,1999,306,15.5x20.5,2024-02-26,,
1064,0195153448,Care Factor Zero,"{""Margaret Clark""}",en,"{""Young Adult"",Teen}",Oxford University Press,1997,206,15.5x20.5,2024-02-26,,
1065,0195153448,First Strike,"{""Diane Carey""}",en,"{""Media Tie In"",""Star Trek"",""Science Fiction"",Fiction,""Media Tie In"",""Star Trek"",""Star Trek Original Series"",Fantasy,""Science Fiction Fantasy"",Novels,Space,Anthologies,Collections}",Oxford University Press,1996,289,15.5x20.5,2024-02-26,,
1066,0195153448,The Old Spanish Trail,"{""Ralph Compton""}",en,{Westerns},Oxford University Press,1998-01-15,292,15.5x20.5,2024-02-26,,
1069,0195153448,The Thin Woman,"{""Dorothy Cannell""}",en,"{Mystery,Fiction,Mystery,""Cozy Mystery"",Romance,Humor,Thriller,""Mystery Thriller"",""Womens Fiction"",""Chick Lit"",""European Literature"",""British Literature"",Contemporary,Novels}",Oxford University Press,1992,273,15.5x20.5,2024-02-26,,
1070,0195153448,"Loves Music, Loves to Dance","{""Mary Higgins Clark""}",en,"{Mystery,Fiction,Suspense,Thriller,Thriller,""Mystery Thriller"",Mystery,Crime,Adult,Romance,""Adult Fiction"",Contemporary}",Oxford University Press,1992-03-01,304,15.5x20.5,2024-02-26,,
1071,0195153448,While My Pretty One Sleeps,"{""Mary Higgins Clark""}",en,"{Mystery,Fiction,Suspense,Thriller,Thriller,""Mystery Thriller"",Mystery,Crime,Adult,Romance,""Adult Fiction"",Mystery,""Murder Mystery""}",Oxford University Press,1990-07-01,336,15.5x20.5,2024-02-26,,
1072,0195153448,All Around the Town,"{""Mary Higgins Clark""}",en,"{Mystery,Fiction,Suspense,Thriller,Thriller,""Mystery Thriller"",Mystery,Crime,Adult,""Adult Fiction"",Romance,Novels}",Oxford University Press,1993-02,341,15.5x20.5,2024-02-26,,
1073,0195153448,Mother of Plenty,"{""Colin Greenland""}",en,"{""Science Fiction"",Fiction}",Oxford University Press,1998-06-01,480,15.5x20.5,2024-02-26,,
1074,0195153448,Dream Country,"{""Luanne Rice""}",en,"{Fiction,Romance,""Womens Fiction"",""Chick Lit"",Romance,""Contemporary Romance"",""Adult Fiction"",Family,Contemporary,Roman,Drama,""Womens Fiction""}",Oxford University Press,2002,504,15.5x20.5,2024-02-26,,
1075,0195153448,The Mysterious Rider,"{""Zane Grey""}",en,"{Westerns,Fiction,Historical,""Historical Fiction"",Romance,Classics,Adventure,Historical,Adult}",Oxford University Press,2003,367,15.5x20.5,2024-02-26,,
1076,0195153448,No Place Like Home,"{""Mary Higgins Clark""}",en,"{Mystery,Fiction,Suspense,Thriller,Thriller,""Mystery Thriller"",Mystery,Crime,Adult,Audiobook,Romance,""Adult Fiction""}",Oxford University Press,2006,472,15.5x20.5,2024-02-26,,
1077,0195153448,Close to You,"{""Mary Jane Clark""}",en,"{Mystery,Fiction,Thriller,""Mystery Thriller"",Suspense,Mystery,Crime,Romance,""Romantic Suspense"",""Womens Fiction"",""Chick Lit"",Romance}",Oxford University Press,2002-08-19,366,15.5x20.5,2024-02-26,,
1078,0195153448,Let Me Call You Sweetheart,"{""Mary Higgins Clark""}",en,"{Mystery,Fiction,Suspense,Thriller,Thriller,""Mystery Thriller"",Mystery,Crime,Adult,Romance,""Adult Fiction"",Mystery,""Murder Mystery""}",Oxford University Press,1996-05-01,320,15.5x20.5,2024-02-26,,
1079,0195153448,Before I Say Goodbye,"{""Mary Higgins Clark""}",en,"{Mystery,Fiction,Suspense,Thriller,Thriller,""Mystery Thriller"",Mystery,Crime,Adult,Contemporary,Romance,""Adult Fiction""}",Oxford University Press,2001,332,15.5x20.5,2024-02-26,,
1080,0195153448,Unnatural Causes,"{""Leah Ruth Robinson""}",en,{Mystery},Oxford University Press,2001-04-01,392,15.5x20.5,2024-02-26,,
1083,0195153448,Singing in the Fire,"{""Faith Cook""}",en,"{Biography,Christian}",Oxford University Press,1995-01-01,193,15.5x20.5,2024-02-26,,
1085,0195153448,Games of State,"{""Tom Clancy"",""Steve R. Pieczenik""}",en,"{Fiction,Thriller,Adventure,Action,Mystery,""Spy Thriller"",Espionage,Suspense,War,""Military Fiction"",Novels,Thriller,""Mystery Thriller""}",Oxford University Press,1996,500,15.5x20.5,2024-02-26,,
1087,0195153448,State of Siege,"{""Tom Clancy"",""Jeff Rovin"",""Steve Pieczenik""}",en,"{Fiction,Thriller,""Spy Thriller"",Espionage,Action,War,""Military Fiction"",Suspense,Adventure,Mystery,Crime,Politics,Mystery}",Oxford University Press,1999,384,15.5x20.5,2024-02-26,,
1088,0195153448,Tom Clancy's Net Force,"{""Tom Clancy"",""Steve Pieczenik""}",en,"{Fiction,Thriller,""Science Fiction"",Action,""Spy Thriller"",Espionage,Adventure,Mystery,War,""Military Fiction"",Suspense,Thriller,""Mystery Thriller""}",Oxford University Press,1998,505,15.5x20.5,2024-02-26,,
1089,0195153448,State of War,"{""Steve Perry"",""Tom Clancy"",""Larry Segriff"",""Steve Pieczenik""}",en,"{Fiction,Thriller,""Spy Thriller"",Espionage,""Science Fiction"",Novels,War,""Military Fiction"",Adventure,Action}",Oxford University Press,2003,371,15.5x20.5,2024-02-26,,
1090,0195153448,Medusa,"{""Clive Cussler"",""Paul Kemprecos""}",en,"{Adventure,Fiction,Thriller,Action,Mystery,Suspense,Audiobook,""Spy Thriller"",Espionage,""Adult Fiction"",""Science Fiction""}",Oxford University Press,2009,454,15.5x20.5,2024-02-26,,
1091,0195153448,Pictures in the Dark,"{""Gillian Cross""}",en,"{Fantasy,""Young Adult"",Thriller,""Mystery Thriller"",Childrens}",Oxford University Press,1998,197,15.5x20.5,2024-02-26,,
1092,0195153448,Double Cross,"{""Barbara Taylor McCafferty"",""Beverly Taylor Herald""}",en,{Mystery},Oxford University Press,2000-02-01,256,15.5x20.5,2024-02-26,,
1093,0195153448,Wicked Forest,"{""Virginia Andrews""}",en,"{Fiction,""Young Adult"",Horror,Romance,Mystery,Thriller,Gothic,""Adult Fiction"",""Womens Fiction"",""Chick Lit"",Drama}",Oxford University Press,2004,464,15.5x20.5,2024-02-26,,
1095,0195153448,Shadow Watch,"{""Tom Clancy"",""Martin Greenberg""}",en,"{Fiction,Thriller,War,""Military Fiction"",Mystery,Thriller,""Mystery Thriller"",Action,Adventure,Novels,""Realistic Fiction"",War}",Oxford University Press,1999,355,15.5x20.5,2024-02-26,,
1097,0195153448,Line of Control,"{""Jeff Rovin"",""Steve R. Pieczenik""}",en,"{Fiction,Thriller,War,""Military Fiction"",Action,Adventure,""Spy Thriller"",Espionage,War,Cultural,Pakistan,Mystery,Politics,Government}",Oxford University Press,2001,372,15.5x20.5,2024-02-26,,
1098,0195153448,Tom Clancy's Op-Center,"{""Jeff Rovin""}",en,"{Fiction,Thriller,War,""Military Fiction"",Action,Adventure,""Spy Thriller"",Espionage,War,Cultural,Pakistan,Mystery,Politics,Government}",Oxford University Press,2001-06,372,15.5x20.5,2024-02-26,,
1099,0195153448,Call to Treason,"{""Jeff Rovin"",""Tom Clancy"",""Steve R. Pieczenik""}",en,"{Fiction,Thriller,""Spy Thriller"",Espionage,Adventure,War,""Military Fiction"",Action,Suspense,Politics,Presidents,Mystery,Crime,""Speculative Fiction""}",Oxford University Press,2004,416,15.5x20.5,2024-02-26,,
1100,0195153448,Tom Clancy's Op-center,"{""Tom Clancy"",""Steve R. Pieczenik""}",en,"{Fiction,Thriller,""Spy Thriller"",Espionage,Action,Adventure,War,""Military Fiction"",Mystery,Suspense,Thriller,""Spy Thriller"",Novels}",Oxford University Press,1995,387,15.5x20.5,2024-02-26,,
1101,0195153448,Tom Clancy's Op-center,"{""Tom Clancy"",""Steve R. Pieczenik""}",en,"{Fiction,Thriller,""Spy Thriller"",Espionage,Action,Adventure,War,""Military Fiction"",Mystery,Suspense,Thriller,""Spy Thriller"",Novels}",Oxford University Press,1995,387,15.5x20.5,2024-02-26,,
1102,0195153448,Tom Clancy's Op-Center,"{""Tom Clancy"",""Steve Pieczenik""}",en,"{Thriller,Fiction,Action,Adventure,War,""Military Fiction"",Suspense,Mystery,""Spy Thriller"",Espionage,Novels,War}",Oxford University Press,1998,450,15.5x20.5,2024-02-26,,
1103,0195153448,The Teeth of the Tiger,"{""Tom Clancy""}",en,"{Fiction,Thriller,Action,""Spy Thriller"",Espionage,War,""Military Fiction"",Adventure,Mystery,Suspense,Thriller,""Mystery Thriller"",Thriller,""Spy Thriller""}",Oxford University Press,2004,480,15.5x20.5,2024-02-26,,
1104,0195153448,Tom Clancy's Net Force: State of War,"{""Tom Clancy"",""Steve Pieczenik"",""Steve Perry""}",en,"{Fiction,Thriller,""Spy Thriller"",Espionage,""Science Fiction"",Novels,War,""Military Fiction"",Adventure,Action}",Oxford University Press,2003-03-04,384,15.5x20.5,2024-02-26,,
1105,0195153448,Cutting Edge,"{""Tom Clancy"",""Jerome Preisler"",""Martin Greenberg""}",en,"{Thriller,Fiction,Adventure,""Spy Thriller"",Espionage}",Oxford University Press,2002,421,15.5x20.5,2024-02-26,,
1106,0195153448,Every Man a Tiger,"{""Tom Clancy"",""Chuck Horner""}",en,"{History,War,""Military Fiction"",Nonfiction,Biography,War,Military,""Military History"",Aviation,Thriller,Action,Adventure}",Oxford University Press,2001-01,564,15.5x20.5,2024-02-26,,
1107,0195153448,The Archimedes Effect,"{""Steve Perry"",""Tom Clancy""}",en,"{Fiction,Thriller,Mystery,War,""Military Fiction"",Adventure,Action,""Spy Thriller"",Espionage}",Oxford University Press,2006,325,15.5x20.5,2024-02-26,,
1108,0195153448,The White Woman on the Green Bicycle,"{""Monique Roffey""}",en,"{Fiction,Historical,""Historical Fiction"",""Literary Fiction"",""Book Club"",Contemporary,Historical,Relationships,Literature,Novels,Politics}",Oxford University Press,2011,439,15.5x20.5,2024-02-26,,
1110,0195153448,A Crowning Mercy,"{""Bernard Cornwell"",""Susannah Kells""}",en,"{Historical,""Historical Fiction"",Fiction,Historical,Romance,""European Literature"",""British Literature"",Literature,""17th Century"",Mystery,Adventure,Romance,""Historical Romance"",Audiobook}",Oxford University Press,2003,565,15.5x20.5,2024-02-26,,
1112,0195153448,Tom Clancy's Net Force,"{""Tom Clancy"",""Steve R. Pieczenik""}",en,"{Fiction,Thriller,""Spy Thriller"",Espionage,Mystery,""Science Fiction"",Action,Adventure,Suspense,Audiobook,War,""Military Fiction""}",Oxford University Press,2000,367,15.5x20.5,2024-02-26,,
1113,0195153448,Politika,"{""Tom Clancy"",""Martin H. Greenberg"",""Jerome Preisler""}",en,"{Fiction,Thriller,Action,Adventure,War,""Military Fiction"",Mystery,Politics,Cultural,Russia,Suspense,Novels}",Oxford University Press,1997-12-01,384,15.5x20.5,2024-02-26,,
1114,0195153448,Balance of Power,"{""Tom Clancy"",""Steve R. Pieczenik""}",en,"{Thriller,Fiction,Action,Adventure,War,""Military Fiction"",Suspense,Mystery,""Spy Thriller"",Espionage,Novels,War}",Oxford University Press,1998,450,15.5x20.5,2024-02-26,,
1115,0195153448,Places in the Dark,"{""Thomas H. Cook""}",en,"{Mystery,Fiction,Thriller,""Mystery Thriller"",Suspense,Thriller,Mystery,Crime,Historical,""Historical Fiction""}",Oxford University Press,2000,292,15.5x20.5,2024-02-26,,
1116,0195153448,Black Notice,"{""Patricia Daniels Cornwell""}",en,"{Mystery,Fiction,Mystery,Crime,Thriller,Thriller,""Mystery Thriller"",Suspense,Mystery,""Murder Mystery"",Mystery,Detective,Audiobook,Adult}",Oxford University Press,2000,441,15.5x20.5,2024-02-26,,
1117,0195153448,The Bear and the Dragon,"{""Tom Clancy""}",en,"{Fiction,Thriller,""Spy Thriller"",Espionage,War,""Military Fiction"",Action,Suspense,Adventure,War,Mystery,Thriller,""Spy Thriller""}",Oxford University Press,2001,1137,15.5x20.5,2024-02-26,,
1118,0195153448,The Cardinal of the Kremlin,"{""Tom Clancy""}",en,"{Fiction,Thriller,""Spy Thriller"",Espionage,War,""Military Fiction"",Action,Suspense,Adventure,Mystery,Thriller,""Spy Thriller"",Thriller,""Mystery Thriller""}",Oxford University Press,1989,626,15.5x20.5,2024-02-26,,
1119,0195153448,Hidden Agendas,"{""Tom Clancy"",""Steve Pieczenik""}",en,"{Fiction,Thriller,Action,Adventure,""Spy Thriller"",Espionage,Suspense,Mystery,""Science Fiction"",Science,Technology,War,""Military Fiction""}",Oxford University Press,1999,501,15.5x20.5,2024-02-26,,
1120,0195153448,Tom Clancy's Op-centre,"{""Tom Clancy"",""Steve Pieczenik""}",en,"{Fiction,Thriller,""Spy Thriller"",Espionage,Action,Adventure,War,""Military Fiction"",Mystery,Suspense,Thriller,""Spy Thriller"",Novels}",Oxford University Press,1995,387,15.5x20.5,2024-02-26,,
1121,0195153448,Caught,"{""Harlan Coben""}",en,"{Mystery,Thriller,Fiction,Mystery,Crime,Suspense,Thriller,""Mystery Thriller"",Audiobook,Adult,""Adult Fiction"",Novels}",Oxford University Press,2010,383,15.5x20.5,2024-02-26,,
1122,0195153448,Joe's Miracle,"{""Helen Conrad"",""Anne Hampson""}",en,"{Romance,Fiction,Business,Amazon,Romance,""Contemporary Romance""}",Oxford University Press,1993,301,15.5x20.5,2024-02-26,,
1123,0195153448,Shock,"{""Robin Cook""}",en,"{Fiction,Thriller,Mystery,Medical,Suspense,Thriller,""Mystery Thriller"",""Science Fiction"",Mystery,Crime,Horror,""Adult Fiction""}",Oxford University Press,2002-10-01,404,15.5x20.5,2024-02-26,,
1124,0195153448,Vector,"{""Robin Cook""}",en,"{Fiction,Thriller,Mystery,Medical,Suspense,Thriller,""Mystery Thriller"",Mystery,Crime,""Science Fiction"",Novels,""Adult Fiction""}",Oxford University Press,1999,395,15.5x20.5,2024-02-26,,
1125,0195153448,Mortal Fear,"{""Robin Cook""}",en,"{Fiction,Thriller,Mystery,Medical,Suspense,Thriller,""Mystery Thriller"",Horror,""Science Fiction"",Health,Medicine,Adult}",Oxford University Press,1988,364,15.5x20.5,2024-02-26,,
1126,0195153448,Vector,"{""Robin Cook""}",en,"{Fiction,Thriller,Mystery,Medical,Suspense,Thriller,""Mystery Thriller"",Mystery,Crime,""Science Fiction"",Novels,""Adult Fiction""}",Oxford University Press,2000,395,15.5x20.5,2024-02-26,,
1127,0195153448,Seizure,"{""Robin Cook""}",en,"{Fiction,Thriller,Mystery,Medical,Suspense,Thriller,""Mystery Thriller"",Horror,""Science Fiction"",Mystery,Crime,Novels}",Oxford University Press,2004-10-05,448,15.5x20.5,2024-02-26,,
1128,0195153448,Blindsight,"{""Robin Cook""}",en,"{Fiction,Thriller,Mystery,Medical,Suspense,Thriller,""Mystery Thriller"",Mystery,Crime,Horror,Adult,""Science Fiction""}",Oxford University Press,1992,429,15.5x20.5,2024-02-26,,
1129,0195153448,Isle of Dogs,"{""Patricia Cornwell""}",en,"{Mystery,Fiction,Mystery,Crime,Thriller,Suspense,Thriller,""Mystery Thriller"",Mystery,Detective,Humor,""Adult Fiction"",Mystery,""Murder Mystery""}",Oxford University Press,2002,432,15.5x20.5,2024-02-26,,
1130,0195153448,The Solace of Sin,"{""Catherine Cookson""}",en,"{Fiction,Historical,""Historical Fiction"",Romance,Historical,Womens,Family,Novels}",Oxford University Press,1999,416,15.5x20.5,2024-02-26,,
1131,0195153448,Crisis,"{""Robin Cook""}",en,"{Fiction,Thriller,Mystery,Medical,Suspense,Thriller,""Mystery Thriller"",Mystery,Crime,Novels,""Science Fiction"",Audiobook}",Oxford University Press,2007,532,15.5x20.5,2024-02-26,,
1132,0195153448,Fatal Cure,"{""Robin Cook""}",en,"{Fiction,Thriller,Mystery,Medical,Thriller,""Mystery Thriller"",Suspense,Horror,Mystery,Crime,Novels,""Science Fiction""}",Oxford University Press,1995,464,15.5x20.5,2024-02-26,,
1133,0195153448,Invasion,"{""Robin Cook""}",en,"{Fiction,Thriller,""Science Fiction"",Mystery,Medical,Horror,Suspense,Thriller,""Mystery Thriller"",Novels,""Science Fiction"",Aliens}",Oxford University Press,1997,358,15.5x20.5,2024-02-26,,
1134,0195153448,Terminal,"{""Robin Cook""}",en,"{Fiction,Thriller,Mystery,Medical,Thriller,""Mystery Thriller"",Suspense,Horror,""Science Fiction"",Mystery,Crime,Adult}",Oxford University Press,1994,370,15.5x20.5,2024-02-26,,
1135,0195153448,Chromosome 6,"{""Robin Cook""}",en,"{Fiction,Thriller,Mystery,Medical,""Science Fiction"",Suspense,Thriller,""Mystery Thriller"",Horror,Mystery,Crime,Novels}",Oxford University Press,1998-04-01,480,15.5x20.5,2024-02-26,,
1136,0195153448,The Bondage of Love,"{""Catherine Cookson""}",en,"{Historical,""Historical Fiction"",Romance,Fiction,Novels}",Oxford University Press,1998,477,15.5x20.5,2024-02-26,,
1137,0195153448,Whitethorn,"{""Bryce Courtenay""}",en,"{Fiction,Cultural,Africa,Historical,""Historical Fiction"",""Southern Africa"",""South Africa"",Historical,Adventure,Cultural,Australia,Novels,Audiobook,""Young Adult"",""Coming Of Age""}",Oxford University Press,2007-01-08,682,15.5x20.5,2024-02-26,,
1138,0195153448,Looking for Andrew McCarthy,"{""Jenny Colgan""}",en,"{""Womens Fiction"",""Chick Lit"",Fiction,Romance,Contemporary,Modern,""European Literature"",""British Literature"",Humor,Romance,""Contemporary Romance""}",Oxford University Press,2002,403,15.5x20.5,2024-02-26,,
1139,0195153448,Working Wonders,"{""Jenny Colgan""}",en,"{""Womens Fiction"",""Chick Lit"",Fiction,Romance,Contemporary,Modern,Fantasy}",Oxford University Press,2003,340,15.5x20.5,2024-02-26,,
1142,0195153448,Where Have All the Boys Gone?,"{""Jenny Colgan""}",en,"{""Womens Fiction"",""Chick Lit"",Romance,Fiction,Contemporary,Cultural,Scotland,Audiobook,Romance,""Contemporary Romance"",Adult,Humor,""European Literature"",""British Literature""}",Oxford University Press,2005,340,15.5x20.5,2024-02-26,,
1143,0195153448,The McAtrix Derided,"{""Adam Charles Roberts""}",en,"{Humor,""Science Fiction"",Fiction,Humor,Comedy}",Oxford University Press,2005-05-12,300,15.5x20.5,2024-02-26,,
1144,0195153448,Working Wonders,"{""Jenny Colgan""}",en,"{""Womens Fiction"",""Chick Lit"",Fiction,Romance,Contemporary,Modern,Fantasy}",Oxford University Press,2003,469,15.5x20.5,2024-02-26,,
1145,0195153448,It's a Long Way from Penny Apples,"{""Bill Cullen""}",en,"{Biography,Nonfiction,Autobiography,Memoir,Cultural,Ireland}",Oxford University Press,2002-09,400,15.5x20.5,2024-02-26,,
1146,0195153448,In Fifty Years We'll All Be Chicks,"{""Adam Carolla""}",en,"{Nonfiction,Humor,Comedy,Humor,Biography,Autobiography,Memoir,Writing,Essays,Politics,Audiobook,Literature,American,Cultural}",Oxford University Press,2011,264,15.5x20.5,2024-02-26,,
1149,0195153448,Hong Kong,"{""Stephen Coonts""}",en,"{Fiction,Thriller,War,""Military Fiction"",""Spy Thriller"",Espionage,Adventure,Action,Mystery,Audiobook}",Oxford University Press,2001-07-15,400,15.5x20.5,2024-02-26,,
1150,0195153448,Merde Happens,"{""Stephen Clarke""}",en,"{Fiction,Humor,Travel,Cultural,France,Humor,Comedy,Novels,""European Literature"",""British Literature"",Contemporary,Modern,Cultural}",Oxford University Press,2008,381,15.5x20.5,2024-02-26,,
1151,0195153448,Finders Seekers,"{""Gayle Greeno""}",en,"{Fantasy,Fiction,Animals,Cats,""Science Fiction"",""Science Fiction Fantasy"",Fantasy,""High Fantasy"",Animals,Fantasy,""Epic Fantasy"",Fantasy,Magic,Adult}",Oxford University Press,1993,506,15.5x20.5,2024-02-26,,
1152,0195153448,Cruel and Unusual,"{""Patricia Daniels Cornwell""}",en,"{Mystery,Mystery,Crime,Fiction,Thriller,Thriller,""Mystery Thriller"",Suspense,Mystery,""Murder Mystery"",Mystery,Detective,Adult,Audiobook}",Oxford University Press,1994,437,15.5x20.5,2024-02-26,,
1155,0195153448,Mad about the Girls,"{""Francesca Clementis""}",en,"{""Womens Fiction"",""Chick Lit""}",Oxford University Press,2000,358,15.5x20.5,2024-02-26,,
1157,0195153448,Chasers,"{""Lorenzo Carcaterra""}",en,"{Mystery,Crime,Fiction,Mystery,Action,Thriller,""Emergency Services"",Police}",Oxford University Press,2008,432,15.5x20.5,2024-02-26,,
1164,0195153448,Brothers and Sisters,"{""Bebe Moore Campbell""}",en,"{Fiction,Cultural,""African American"",Novels,Literature,American,""African American Literature"",Contemporary,""Adult Fiction"",""Literary Fiction"",Family,""Womens Fiction"",""Chick Lit""}",Oxford University Press,1994,544,15.5x20.5,2024-02-26,,
1165,0195153448,Rage,"{""Simon Conway""}",en,"{Thriller,Fiction}",Oxford University Press,2006,402,15.5x20.5,2024-02-26,,
1166,0195153448,The Final Days,"{""Alex Chance""}",en,"{Thriller,Fiction,Mystery}",Oxford University Press,2008,534,15.5x20.5,2024-02-26,,
1167,0195153448,Mother of Storms,"{""John Barnes""}",en,"{""Science Fiction"",Fiction,""Science Fiction"",Apocalyptic,Apocalyptic,""Post Apocalyptic"",""Science Fiction Fantasy"",Environment,Thriller,Fantasy,""Speculative Fiction"",""Science Fiction"",""Climate Change Fiction""}",Oxford University Press,1995-05-15,560,15.5x20.5,2024-02-26,,
1171,0195153448,"Santa, Baby","{""Jennifer Crusie"",""Lori Foster"",""Carly Phillips""}",en,"{Romance,Holiday,Christmas,Contemporary,Romance,""Contemporary Romance"",""Womens Fiction"",""Chick Lit"",Anthologies,Holiday,""Short Stories"",Humor,Fiction}",Oxford University Press,2006-10-31,328,15.5x20.5,2024-02-26,,
1172,0195153448,The Ninety Trillion Fausts,"{""Jack L. Chalker""}",en,"{""Science Fiction"",Fiction,Space,""Space Opera"",Fantasy,""Science Fiction Fantasy"",""Science Fiction"",Aliens,Anthologies,Collections}",Oxford University Press,1992,360,15.5x20.5,2024-02-26,,
1174,0195153448,The Goodnight Trail,"{""Ralph Compton""}",en,"{Westerns,Historical,Audiobook,Historical,""Historical Fiction""}",Oxford University Press,1992-08-15,384,15.5x20.5,2024-02-26,,
1177,0195153448,A Child's Game,"{""John Connor""}",en,"{Fiction,Mystery,Crime,Mystery}",Oxford University Press,2007,393,15.5x20.5,2024-02-26,,
1178,0195153448,Full Blast,"{""Janet Evanovich"",""Charlotte Hughes""}",en,"{Romance,Mystery,""Womens Fiction"",""Chick Lit"",Fiction,Humor,Contemporary,Romance,""Contemporary Romance"",Humor,Comedy,Audiobook,Adult}",Oxford University Press,2004,352,15.5x20.5,2024-02-26,,
1179,0195153448,The Lincoln Lawyer,"{""Michael Connelly""}",en,"{Mystery,Fiction,Mystery,Crime,Thriller,Thriller,""Legal Thriller"",Thriller,""Mystery Thriller"",Suspense,Audiobook,Mystery,Detective,Adult}",Oxford University Press,2006-07-01,516,15.5x20.5,2024-02-26,,
1180,0195153448,The Thirteen Problems,"{""Agatha Christie""}",en,"{Mystery,Fiction,Mystery,Crime,""Short Stories"",Classics,Mystery,Detective,Thriller,""Mystery Thriller"",""European Literature"",""British Literature"",Mystery,""Murder Mystery"",Audiobook}",Oxford University Press,2002,315,15.5x20.5,2024-02-26,,
1181,0195153448,No Logo,"{""Naomi Klein""}",en,"{Nonfiction,Politics,Economics,Business,Sociology,History,Culture,Society,Cultural,Design,Philosophy}",Oxford University Press,2010-01,502,15.5x20.5,2024-02-26,,
1182,0195153448,Blackthorn Winter,"{""Sarah Challis""}",en,"{Fiction,""Womens Fiction""}",Oxford University Press,2003,345,15.5x20.5,2024-02-26,,
1183,0195153448,Every Dead Thing,"{""John Connolly""}",en,"{Mystery,Thriller,Mystery,Crime,Fiction,Horror,Thriller,""Mystery Thriller"",Suspense,Mystery,Detective,Fantasy,Paranormal,Fantasy,Supernatural}",Oxford University Press,1999,516,15.5x20.5,2024-02-26,,
